event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SOM38898,"31 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Ceelasha Biyaha",2.0823,45.2102,1,Calamada,National,"On 31 December 2022, overnight, Al Shabaab carried out a hit and run attack against government security forces (SNA) at a defensive base in Ceelasha Biyaha village (Afgooye, Lower Shabelle). The attack was initiated with RPGs followed by an exchange of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570803
SOM38899,"31 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)","Military Forces of Somalia (2022-)",8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,Calamada,National,"On 31 December 2022, overnight, Al Shabaab launched an attack against ATMIS UPDF and government security forces (SNA) at a defensive base Janaale village (Marka, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570803
SOM38892,"30 December 2022",2022,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) Jubaland Security Force","Military Forces of Somalia (2022-)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Juba",Jamaame,,Jamaame,0.0692,42.7382,2,Caasimada,National,"On 30 December 2022, Jubaland security forces and government security forces (SNA) in an operation clashed with Al Shabaab hideous in Muuse-Xaaji village between Bar-Sangun and Jamaame town (Jamaame, Lower Juba). The clash was initiated with RPGs and mortar shells, followed by heavy gunfire from both sides. 16 people were killed [10 militants and 6 soldier] and several others were injured.",16,,1673291088
SOM38914,"30 December 2022",2022,1,"Political violence","Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Hawadle Clan Group (Somalia)",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,Jicibow,4.0954,45.5098,2,"Undisclosed Source","Local partner-Other","On 30 December 2022, Al Shabaab attacked a passenger vehicle, killing four civilians from Hawadle clan in the vicinity of Jicibow village (Bulo Burto, Hiraan). The militants also abducted six civilians. The motive of the attack is due to a dispute between Al Shabaab and Hawadle Clan.",4,,1673291088
SOM38917,"30 December 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)","Abgal Clan Militia (Somalia)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Middle Shabelle","Adan Yabaal",,"Hilowle Gaab",3.6896,46.8939,1,"Undisclosed Source","Local partner-Other","On 30 December 2022, government security forces (SNA) and Abgal clan militia in an operation took control over Hilowle Gaab village (Adan Yabaal, Middle Shabelle) from Al Shabaab. No clashes were reported.",0,,1673291088
SOM39137,"30 December 2022",2022,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) Jubaland Security Force","Military Forces of Somalia (2022-)",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Juba",Jamaame,,Jamaame,0.0692,42.7382,2,Caasimada,National,"On 30 December 2022, Jubaland security forces and government security forces (SNA) in an operation clashed with Al Shabaab hideous in Muuse-Xaaji village near Jamaame town (Jamaame, Lower Juba). Ten militants were killed and several others were injured.",10,,1673291089
SOM39077,"30 December 2022",2022,1,"Political violence","Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Unidentified Clan Group (Somalia)",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Bay,Baydhaba,,Baidoa,3.1172,43.6469,1,Calamada,Subnational,"On 30 December 2022, Al Shabaab shot and killed a clan elder who was an electoral delegate for Southwest state at the Bukurey neighborhood in Baidoa town (Baydhaba, Bay). Al Shabaab claimed responsibility.",1,,1680570804
SOM39078,"30 December 2022",2022,1,"Political violence","Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)","Military Forces of Somalia (2022-)",7,27,"Civilian targeting",706,"Eastern Africa",Somalia,"Lower Shabelle",Baraawe,,"Kunyo Barrow",1.146,44.0032,1,Calamada,National,"On 30 December 2022, Al Shabaab shot and killed a government soldier (SNA) [off duty] in a public square in Kunyo Barrow village (Baraawe, Lower Shabelle). This is after the soldier was capture while travelling in between Mogadishu and Kismaayo. Al Shabaab claimed responsibility.",1,,1680570804
SOM39094,"30 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)","Military Forces of Somalia (2022-) Jubaland Security Force",1,12,,706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,"Buulo Gaduud",-0.074,42.5719,2,"Calamada; Somali Memo",National,"On 30 December 2022, Al Shabaab attacked Jubaland security forces and government security forces (SNA) at the Sigaleer village near Buulo Gaduud village (Kismaayo, Lower Juba). The attack was initiated with heavy gunfire and RPGs. Al Shabaab claimed killing 13 soldiers.",13,,1680570804
SOM39095,"30 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)","Military Forces of Somalia (2022-)",8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,Calamada,National,"On 30 December 2022, overnight, Al Shabaab launched an attack against ATMIS UPDF and government security forces (SNA) at a defensive base Janaale village (Marka, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570804
SOM39096,"30 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Bariirre,2.0476,44.8975,1,Calamada,National,"On 30 December 2022, overnight, Al Shabaab carried out a hit and run attack against government security forces (SNA) at a defensive base in Bariirre village (Afgooye, Lower Shabelle). The attack was initiated with RPGs followed by an exchange of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570804
SOM39097,"30 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Saabid,2.1311,45.0377,1,Calamada,National,"On 30 December 2022, overnight, Al Shabaab carried out a hit and run attack against government security forces (SNA) at a defensive base in Saabid village (Afgooye, Lower Shabelle). The attack was initiated with RPGs followed by an exchange of gunfire from both sides. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570804
SOM39162,"30 December 2022",2022,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Somalia)",,6,"Military Forces of Somaliland (2010-)","Police Forces of Somaliland (2010-)",1,16,"Civilian targeting",706,"Eastern Africa",Somalia,Sool,"Laas Caanood",,Laascaanood,8.4774,47.3597,1,"Caasimada; Radio Risala",National,"On 30 December 2022, local residents protested after the assassination of a local politician (coded separately) in Laascaanood town (Laas Caanood, Sool). The demonstrators threw stones and clash with security forces. The security forces (Both military and police - rapid reaction unit) fired live bullets to disperse the crowds. Five protesters were killed and several others were injured.",5,"crowd size=several",1693414522
SOM39157,"29 December 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Bay,Baydhaba,,"Gufguduud Burey",2.9902,43.8487,1,"Undisclosed Source","Local partner-Other","On 29 December 2022, government security forces (SNA) took control over Gufguduud Burey village (Baydhaba, Bay) from Al Shabaab. No clashes were reported.",0,,1673291089
SOM39160,"29 December 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-) National Intelligence and Security Agency","Police Forces of Somalia (2022-) Special Forces",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Gendershe,1.8342,44.9667,1,"Caasimada; Garowe Online; Radio Risala; Shabelle Media Network; VOA",Subnational-National,"On 29 December 2022, government security forces (NISA) and police forces (Harmacad) in an operation took control over Gendershe village (Marka, Lower Shabelle) and Jilib-Marca village (coded separately) from Al Shabaab. No clashes were reported.",0,,1673291089
SOM39161,"29 December 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-) National Intelligence and Security Agency","Police Forces of Somalia (2022-) Special Forces",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Jilib-Marca,1.7977,44.9076,1,"Caasimada; Garowe Online; Radio Risala; Shabelle Media Network; VOA",Subnational-National,"On 29 December 2022, government security forces (NISA) and police forces (Harmacad) in an operation took control over Jilib-Marca village (Marka, Lower Shabelle) and Gendershe village (coded separately) from Al Shabaab. No clashes were reported.",0,,1673291089
SOM39092,"29 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)","Military Forces of Somalia (2022-)",8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,Calamada,National,"On 29 December 2022, overnight, Al Shabaab launched an attack against ATMIS UPDF and government security forces (SNA) at a defensive base Janaale village (Marka, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570804
SOM39155,"29 December 2022",2022,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Somalia)",,6,"Military Forces of Somaliland (2010-)","Police Forces of Somaliland (2010-)",1,16,"Civilian targeting",706,"Eastern Africa",Somalia,Sool,"Laas Caanood",,Laascaanood,8.4774,47.3597,1,"Caasimada; Hiiraan (Somalia); Radio Dalsan; Radio Risala",National,"On 29 December 2022, several local residents protested after the assassination of a local politician (coded separately) in Laascaanood town (Laas Caanood, Sool). The protesters demanded justice, accusing Somaliland over extrajudicial killing. The security forces (Both military and police - rapid reaction unit) fired live bullets to disperse the crowds. At least five protesters were killed and several others were injured.",5,"crowd size=several",1693414522
SOM39100,"28 December 2022",2022,1,"Political violence",Battles,"Armed clash","Habar Gedir-Ayr Sub-Clan Militia (Somalia)",,4,"Police Forces of Somalia (2022-)",,1,14,,706,"Eastern Africa",Somalia,Galgaduud,Dhuusamarreeb,,Gadoon,5.692,46.6764,1,"Radio Risala; Undisclosed Source; VOA","Local partner-Other","On 28 December 2022, Habar Gedir Ayr sub clan militia ambushed Galmudug police forces and government security forces (NISA) in Gadoon village (Dhuusamarreeb, Galgaduud). The forces were dispatched to solve the issue between militiamen from the clan. One police forces was killed.",1,,1673291088
SOM39164,"28 December 2022",2022,1,"Political violence","Violence against civilians",Attack,"Military Forces of Somalia (2022-)",,1,"Civilians (Somalia)","Taxi Drivers (Somalia)",7,17,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","On 28 December 2022, government security forces (SNA) shot and killed a tuktuk driver in Mogadishu - Hodan (Banadir). The motive of the killing is unknown.",1,,1673291089
SOM39168,"28 December 2022",2022,1,Demonstrations,Riots,"Violent demonstration","Rioters (Somalia)",,5,,,0,50,,706,"Eastern Africa",Somalia,Sool,Caynabo,,Awrbogeys,8.88,46.57,1,"Undisclosed Source","Local partner-Other","On 28 December 2022, dozens of demonstrators marched in the streets of Awrbogeys town (Caynabo, Sool) against the assassination of a local politician in Laascaanood (coded separately). The demonstrators blocked the roads, disturbed the Voter Registration exercise and threw stones at the security forces.",0,"crowd size=dozens",1673291089
SOM39091,"28 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Ethiopia)","Military Forces of Somalia (2022-)",8,28,,706,"Eastern Africa",Somalia,Bay,Diinsoor,,Bilile,2.416,42.9013,2,Calamada,Subnational,"On 28 December 2022, Al Shabaab ambushed ATMIS ENDF and government security forces (SNA) convoy in the vicinity of Bilile village (Diinsoor, Bay). There were no casualties. Al Shabaab claimed responsibility.",0,,1680570804
SOM39156,"28 December 2022",2022,1,"Political violence",Battles,"Non-state actor overtakes territory","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Bay,Baydhaba,,"Gufguduud Burey",2.9902,43.8487,1,"Calamada; Undisclosed Source","Local partner-Other","On 28 December 2022, Al Shabaab launched an attack against government security forces (SNA) at base in Gufguduud Burey village (Baydhaba, Bay). Both sides exchanged heavy gunfire. Al Shabaab took control over the village. One soldier was killed. Al Shabaab claimed responsibility.",1,,1680570804
SOM38891,"28 December 2022",2022,1,"Political violence; Demonstrations",Protests,"Excessive force against protesters","Protesters (Somalia)",,6,"Military Forces of Somaliland (2010-)","Police Forces of Somaliland (2010-)",1,16,"Civilian targeting",706,"Eastern Africa",Somalia,Sool,"Laas Caanood",,Laascaanood,8.4774,47.3597,1,"Radio Dalsan; Radio Risala; Undisclosed Source","Local partner-Other","On 28 December 2022, several local residents protested after the assassination of a local politician (coded separately) in Laascaanood town (Laas Caanood, Sool). The demonstrators blocked [through unspecified means] the roads and threw stones to the security forces. The security forces (Both military and police - rapid reaction unit) fired live bullets to disperse the crowds. At least protesters were killed and several others were injured.",5,"crowd size=several",1693414522
SOM39159,"28 December 2022",2022,1,Demonstrations,Protests,"Protest with intervention","Protesters (Somalia)","Taxi Drivers (Somalia)",6,"Military Forces of Somalia (2022-)",,1,16,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hodan",2.0333,45.35,1,"Undisclosed Source","Local partner-Other","On 28 December 2022, hundreds of Tuk-tuk drivers staged a protest at the Tarabuunka junction in Mogadishu - Hodan (Banadir). The protesters demanding for justice after soldier killed a driver. The Security forces fired live bullets in the air to disperse the crowd",0,"crowd size=hundreds",1693414522
SOM39170,"28 December 2022",2022,1,Demonstrations,Protests,"Peaceful protest","Protesters (Somalia)","Women (Somalia)",6,,,0,60,,706,"Eastern Africa",Somalia,Nugaal,Garoowe,,Garowe,8.4064,48.4819,1,"Undisclosed Source","Local partner-Other","On 28 December 2022, local residents mostly women and children protested at Hass fuel station Center opposite in Garowe town (Garoowe, Nugal) against the assassination of a local politician in Laascaanood (coded separately).",0,"crowd size=no report",1693414522
SOM39154,"28 December 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,,,0,20,,706,"Eastern Africa",Somalia,Hiraan,"Belet Weyne",,"Belet Weyne",4.736,45.2043,1,"Undisclosed Source","Local partner-Other","On 28 December 2022, an IED planted by Al Shabaab detonated, under the tree used to be a gathering place for the Hawadle clan elders in Belet Weyne town (Belet Weyne, Hiraan). There were no casualties.",0,,1695664793
SOM39030,"27 December 2022",2022,1,"Strategic developments","Strategic developments",Other,"Al Shabaab",,2,,,0,20,,706,"Eastern Africa",Somalia,Galgaduud,"Ceel Dheer",,Galcad,4.0226,46.618,1,"Radio Risala",National,"Non-violent activity: On 27 December 2022, Al Shabaab withdrew from Galcad village (Ceel Dheer, Galgaduud) together with several civilian households. Several other civilians were displaced. This is a strategy adopted by Al Shabaab to make sure villages are empty.",0,,1673291088
SOM39150,"27 December 2022",2022,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) Special Forces","Military Forces of Somalia (2022-) Jubaland Intelligence and Security Agency",1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,"Buulo Xaaji",-0.632,41.9839,2,"Undisclosed Source","Local partner-Other","On 27 December 2022, government security forces (Danab/Bancroft) and Jubaland Intelligence and Security Agency in an operation clashed with Al Shabaab hideout near Buulo Xaaji village (Kismaayo, Lower Juba). Both sides exchanged gunfire. There were no casualties.",0,,1673291089
SOM39152,"27 December 2022",2022,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Civilian targeting",706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Kismayo,-0.3603,42.5463,2,"Undisclosed Source","Local partner-Other","On 27 December 2022, an IED planted by Al Shabaab detonated, targeting a passenger vehicle in Turqata grazing area near Kismayo town (Kismaayo, Lower Juba). There were no fatalities. Two people were injured.",0,,1673291089
SOM39163,"27 December 2022",2022,1,"Political violence","Violence against civilians",Attack,"Military Forces of Somalia (2022-)",,1,"Civilians (Somalia)",,7,17,"Civilian targeting",706,"Eastern Africa",Somalia,"Middle Shabelle","Adan Yabaal",,Al-Kowsar,3.6965,46.3835,1,Calamada,National,"On 27 December 2022, government soldiers shot and injured a civilian in Al-Kowsar village (Adan Yabaal, Middle Shabelle). The motive is unknown.",0,,1673291089
SOM39165,"27 December 2022",2022,1,"Strategic developments","Strategic developments","Non-violent transfer of territory","Military Forces of Somalia (2022-)",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Galgaduud,"Ceel Dheer",,Gal-Libaax,3.9441,46.5735,1,"Undisclosed Source","Local partner-Other","On 27 December 2022, government security forces (SNA) in an operation took control over Gal-Libaax village (Ceel Dheer, Galgaduud) from Al Shabaab. No clashes were reported.",0,,1673291089
SOM39175,"27 December 2022",2022,1,"Political violence","Violence against civilians",Attack,"Police Forces of Somalia (2022-) Southwest Special Police Forces",,1,"Civilians (Somalia)","Aid Workers (Somalia)",7,17,"Civilian targeting",706,"Eastern Africa",Somalia,Bay,Diinsoor,,Diinsoor,2.4074,42.9766,1,"Undisclosed Source","Local partner-Other","On 27 December 2022, a Southwest State Special Police Forces (SWSPF) officer opened fire at a humanitarian aid (Local NGO ) beneficiary registration site in Diinsoor town (Diinsoor, Bay). There were no fatalities. Four civilians were injured. The motive is unknown.",0,,1673291089
SOM39073,"27 December 2022",2022,1,"Political violence","Violence against civilians",Attack,"Al Shabaab",,2,"Civilians (Somalia)",,7,27,"Civilian targeting",706,"Eastern Africa",Somalia,Bay,"Buur Hakaba",,"Buulo Fulaay",2.1187,43.5202,1,Calamada,Subnational,"On 27 December 2022, Al Shabaab shot and killed a civilian accused of witchcraft in a public square in Buulo Fulaay village (Buur Hakaba, Bay). Al Shabaab claimed responsibility.",1,,1680570804
SOM39085,"27 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Bondhere",2.0456,45.34,1,"Al Furqaan; Calamada; Somali Memo; Undisclosed Source","Local partner-Other","On 27 December 2022, overnight, Al Shabaab threw two hand grenades against government security force (SNA) in a checkpoint at the Daljirka Daahsoon neighborhood in Mogadishu - Bondhere (Banadir). The security forces reacted with gunfire after the blast. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570804
SOM39086,"27 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hamar Weyne",2.0337,45.34,1,"Al Furqaan; Calamada; Somali Memo; Undisclosed Source","Local partner-Other","On 27 December 2022, overnight, Al Shabaab threw two hand grenades against government security force (SNA) in a checkpoint near the Hooyooyinka building in Mogadishu - Hamar Weyne (Banadir).The security forces reacted with gunfire after the blast. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570804
SOM39087,"27 December 2022",2022,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hamar Jabjab",2.0276,45.33,1,"Al Furqaan; Calamada; Somali Memo; Undisclosed Source","Local partner-Other","On 27 December 2022, overnight, Al Shabaab threw two hand grenades against government security force (SNA) in a checkpoint at the Ceel Gaabta neighborhood in Mogadishu - Hamar Jabjab (Banadir). The security forces reacted with gunfire after the blast. There were no casualties. Al Shabaab claimed responsibility.",0,,1680570804
